time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.044663,-0.0625,-0.2543,0.0772,0.273
4.055170,-0.1209,-0.2282,0.0313,0.260
4.075585,-0.1552,-0.1755,-0.0109,0.235
4.095874,-0.1749,-0.1507,-0.0394,0.234
4.116243,-0.1442,-0.2039,-0.0084,0.250
4.141229,-0.0890,-0.1958,-0.0686,0.226
4.156320,-0.0982,-0.1747,-0.0620,0.210
4.176768,-0.0997,-0.2014,-0.0136,0.225
4.196633,-0.0953,-0.1712,-0.0332,0.199
4.216935,-0.1269,-0.1886,-0.0266,0.229
4.243267,-0.0933,-0.1874,-0.0353,0.212
4.257359,-0.0784,-0.1326,-0.0078,0.154
4.278244,-0.0798,-0.1928,-0.0084,0.209
4.297924,-0.0583,-0.1242,-0.0712,0.155
4.318033,-0.1184,-0.1872,-0.0798,0.235
4.341533,-0.1154,-0.2357,0.0007,0.262
4.358810,-0.0591,-0.2371,0.0526,0.250
4.378970,-0.0046,-0.1687,-0.0134,0.169
4.398794,-0.0821,-0.2424,-0.0614,0.263
4.418934,-0.0633,-0.2058,-0.0752,0.228
4.441902,-0.0540,-0.1601,-0.0395,0.173
4.459282,-0.0837,-0.1995,0.0030,0.216
4.479513,-0.0872,-0.1685,-0.0246,0.191
4.500235,-0.0802,-0.2095,-0.0770,0.237
4.520644,-0.0179,-0.2519,-0.0057,0.253
4.540369,-0.0554,-0.2245,0.0067,0.231
4.560965,-0.1128,-0.1971,-0.0155,0.228
4.580726,-0.0989,-0.2258,-0.0356,0.249
4.600872,-0.0481,-0.1752,-0.0213,0.183
4.621616,-0.0656,-0.2036,-0.0513,0.220
4.641455,-0.0743,-0.2071,-0.0682,0.230
4.661602,-0.0843,-0.1883,-0.0226,0.208
4.681886,-0.0707,-0.2510,-0.0469,0.265
4.701998,-0.0051,-0.2570,0.0007,0.257
4.721897,-0.0160,-0.1820,0.0305,0.185
4.743725,-0.0258,-0.2754,0.0102,0.277
4.762147,-0.0305,-0.2552,-0.0396,0.260
4.782725,-0.0426,-0.1417,-0.0607,0.160
4.802722,-0.0943,-0.1744,-0.0669,0.209
4.822816,-0.0628,-0.2119,0.0376,0.224
4.843918,-0.0945,-0.2268,0.0240,0.247
4.863032,-0.1239,-0.2317,0.0203,0.264
4.883714,-0.0190,-0.1993,-0.0754,0.214
4.903376,0.0335,-0.1961,-0.0954,0.221
4.923902,0.0160,-0.1755,0.0050,0.176
4.953235,-0.1071,-0.1194,0.0333,0.164
4.963902,-0.1652,-0.1213,0.0148,0.205
4.984338,-0.1724,-0.1807,-0.0689,0.259
5.004551,-0.0503,-0.2843,-0.0202,0.289
5.024829,0.0925,-0.2803,-0.0295,0.297
5.051205,0.0555,-0.2419,-0.0432,0.252
5.064957,-0.0337,-0.1933,-0.0311,0.199
5.085364,-0.0957,-0.1706,-0.0680,0.207
5.105473,-0.1664,-0.1920,-0.0728,0.264
5.125640,-0.1720,-0.2045,-0.0529,0.272
5.154479,-0.2111,-0.1942,-0.0720,0.296
5.168788,-0.1580,-0.1932,-0.0204,0.250
5.185997,-0.0374,-0.2264,-0.0237,0.231
5.206267,-0.0367,-0.1300,0.0020,0.135
5.226943,-0.0444,-0.2131,-0.0128,0.218
5.251331,-0.0982,-0.2194,-0.0347,0.243
5.267785,-0.1567,-0.1623,-0.0206,0.227
5.287365,-0.2760,-0.1898,-0.0453,0.338
5.307833,-0.2545,-0.1229,-0.0026,0.283
5.328611,-0.1486,-0.1613,-0.0348,0.222
5.350795,-0.0543,-0.1983,-0.0690,0.217
5.367942,0.0148,-0.1760,-0.0025,0.177
5.388213,-0.0945,-0.2136,-0.0188,0.234
5.409029,-0.0275,-0.2421,-0.0240,0.245
5.428766,-0.0583,-0.2322,-0.0212,0.240
5.455360,-0.0379,-0.1895,-0.0298,0.196
5.468961,-0.1407,-0.1656,-0.0668,0.227
5.489516,-0.1335,-0.1948,-0.0224,0.237
5.509942,-0.0784,-0.2137,0.0383,0.231
5.530516,-0.0692,-0.2105,0.0164,0.222
5.550881,-0.0810,-0.2397,0.0115,0.253
5.571096,-0.0138,-0.2321,-0.0040,0.233
