time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
3.925767,-0.3409,-0.2772,-0.4216,0.609
3.945421,-0.1784,-0.3523,-0.1731,0.431
3.965651,-0.0795,-0.3957,0.0926,0.414
3.985869,0.0024,-0.3277,0.2781,0.430
4.008294,0.0143,-0.3284,0.3617,0.489
4.026825,-0.0411,-0.3429,0.3741,0.509
4.046465,-0.1574,-0.3126,0.2628,0.438
4.066696,-0.2047,-0.3245,0.0894,0.394
4.087492,-0.2404,-0.2523,-0.0735,0.356
4.110278,-0.1897,-0.2613,-0.0614,0.329
4.128060,-0.2032,-0.2558,-0.0131,0.327
4.147318,-0.1762,-0.2646,-0.0085,0.318
4.168080,-0.0649,-0.2319,-0.0585,0.248
4.187926,0.0240,-0.3140,-0.1090,0.333
4.211569,0.0460,-0.2004,-0.2504,0.324
4.228323,-0.0709,-0.2282,-0.2783,0.367
4.248924,-0.1988,-0.2394,-0.3562,0.473
4.268980,-0.2122,-0.2580,-0.2542,0.420
4.303040,-0.1472,-0.2300,0.0034,0.273
4.315962,-0.1749,-0.3086,0.0881,0.365
4.329820,-0.1397,-0.3749,0.1884,0.442
4.350025,-0.0401,-0.5246,0.2569,0.585
4.369880,0.0627,-0.4571,0.3360,0.571
4.406282,0.0697,-0.3334,0.2827,0.443
4.418531,-0.0267,-0.3880,0.2452,0.460
4.431057,-0.0531,-0.3962,0.2058,0.450
4.451499,-0.0758,-0.3491,0.0904,0.368
4.471382,-0.0822,-0.3136,-0.0812,0.334
4.504063,0.0999,-0.1256,-0.4184,0.448
4.517774,0.1701,-0.1527,-0.5484,0.594
4.531982,0.1022,-0.1312,-0.5331,0.558
4.551852,0.0444,-0.2827,-0.5103,0.585
4.572126,0.0142,-0.4131,-0.4799,0.633
4.599476,-0.0843,-0.2555,-0.4963,0.565
4.612397,-0.1303,-0.1935,-0.3906,0.455
4.632818,-0.3737,-0.1890,-0.3626,0.554
4.653681,-0.5006,-0.1617,-0.4154,0.670
4.673527,-0.0905,-0.1110,-0.2695,0.305
4.696320,0.4365,-0.2472,0.1921,0.537
4.713597,0.6596,-0.4755,0.5005,0.955
4.734352,0.7083,-0.4516,0.5810,1.021
